User-ID;ISBN;Book-Rating
277427;380702843;8
277427;380791978;9
277427;038081904X;9
277427;385424736;9
277427;385486804;9
277427;385503857;9
277427;385504209;8
277427;039304016X;8
277427;394738136;7
277427;394862147;7
277427;399149562;7
277427;399225064;10
277427;399501487;9
277427;425047962;8
277427;425104338;9
277427;425116840;8
277427;425133516;9
277427;425190749;7
277427;440185327;5
277427;440224764;7
277427;440236061;8
277427;440236738;9
277427;440428130;8
277427;441627404;10
277427;446311677;5
277427;446325503;8
277427;446350982;9
277427;446522384;8
277427;446600415;10
277427;446608890;10
277427;446676640;8
277427;451180739;8
277427;451191153;8
277427;451203593;10
277427;452284449;6
277427;471018732;10
277427;517573636;9
277427;523485964;8
277427;552137030;8
277427;553078925;8
277427;553280368;9
277427;553351672;10
277427;553571656;10
277427;553573926;10
277427;553574566;9
277427;553581929;9
277427;670307254;8
277427;671014420;5
277427;671037692;8
277427;671528904;8
277427;067172021X;8
277427;671727079;9
277427;671740504;8
277427;671749897;8
277427;671876821;8
277427;679417648;10
277427;679419853;10
277427;679731148;9
277427;679736042;5
277427;684869098;8
277427;715388185;8
277427;718002067;8
277427;736903054;8
277427;740723367;9
277427;743406176;8
277427;743412028;9
277427;743422082;9
277427;743444477;9
277427;743457943;8
277427;767903382;10
277427;785243038;7
277427;786866845;10
277427;800757483;8
277427;802425488;9
277427;803653719;8
277427;805018956;10
277427;810909650;5
277427;811802981;10
277427;811811409;10
277427;812504798;8
277427;812531353;8
277427;836210263;10
277427;836213076;10
277427;836217691;10
277427;836218515;10
277427;836218817;10
277427;836221192;10
277427;836221311;8
277427;836236688;10
277427;084233338X;10
277427;842370668;10
277427;843947888;7
277427;849995892;10
277427;871890917;10
277427;087605534X;8
277427;877790426;10
277427;087784870X;10
277427;887621112;6
277427;890814082;10
277427;890876517;10
277427;890876967;6
277427;897330536;8
277427;898155843;9
277427;898157803;10
277427;898793912;9
277427;898794080;7
277427;898794544;8
277427;898796601;5
277427;089879661X;5
277427;898797055;5
277427;912452161;5
277427;932592007;8
277427;964420805;7
277427;965035214;9
277427;967201519;7
277427;1400060265;10
277427;1559586893;10
277427;1562923668;10
277427;1564403963;9
277427;1565075722;10
277427;1568380593;10
277427;156865037X;7
277427;1572302399;10
277427;1572304510;10
277427;1576733343;10
277427;1576739597;7
277427;1581690606;7
277427;1852303468;7
277427;1930285000;8
277427;8251800811;7
277432;373765541;8
277433;009977920X;5
277433;864425767;7
277435;031215125X;8
277436;590629786;10
277436;590629794;10
277436;590629808;10
277436;590629816;10
277439;312242026;5
277439;316666343;7
277439;345444892;5
277439;345452550;5
277439;399149821;7
277439;051509272X;5
277439;553579134;7
277439;671027360;7
277444;849908647;9
277457;3150087201;8
277457;3442729785;7
277462;312195516;10
277466;380718340;7
277466;440226414;7
277466;553292722;8
277466;553571885;8
277466;684855518;9
277469;446609749;7
277469;553572997;9
277470;330312367;5
277471;3423101776;8
277471;3596200261;10
277473;785264280;8
277474;014038572X;5
277478;006008216X;6
277478;140318720;8
277478;140620257;8
277478;014200281X;6
277478;304359416;7
277478;312113420;7
277478;312979533;7
277478;340565276;8
277478;340745983;8
277478;345330129;8
277478;038067470X;7
277478;399128158;9
277478;440213320;7
277478;449907635;5
277478;451162218;8
277478;451459393;8
277478;517119250;7
277478;552142379;8
277478;552149209;8
277478;582528232;8
277478;670808393;6
277478;671020560;7
277478;752524593;10
277478;752853694;10
277478;789477831;6
277478;789477858;6
277478;810945797;10
277478;810946122;9
277478;831759267;10
277478;882668099;7
277478;907849741;5
277478;1558745718;8
277478;1740595904;7
277478;1903919134;7
277478;1903919142;7
277478;2723426890;6
277478;382289642X;7
277478;8493127817;9
277478;9041001557;8
277478;9057121379;5
277478;9068340344;7
277478;9070415011;7
277479;1588515893;9
277486;812520165;8
277489;8432221783;7
277502;385482388;9
277506;553148001;10
277508;446609781;8
277509;192823523;8
277509;385492103;8
277509;1400030382;9
277509;2221090810;10
277509;9724115380;9
277509;9727474799;9
277514;345302611X;10
277514;3453042476;7
277514;3473306991;10
277516;358159521888;7
277517;452282152;8
277517;525946241;9
277517;553272586;10
277517;767904311;9
277519;895261901;10
277523;312289723;10
277523;316603570;10
277523;316693200;10
277523;345452577;10
277523;345452593;10
277523;385336322;10
277523;385336357;10
277523;385508042;10
277523;385510438;10
277523;039915180X;10
277523;399151877;10
277523;440241537;10
277523;446530891;10
277523;446613843;10
277523;515133302;10
277523;517162768;10
277523;055308576X;10
277523;553801589;10
277523;553803409;10
277523;671886665;10
277523;684835983;10
277523;739442309;10
277523;743206045;10
277523;785275967;7
277523;1558744150;10
277526;340657987;8
277527;316777722;10
277527;374516812;10
277527;375707166;9
277527;679439382;7
277527;679723161;8
277527;688178456;8
277527;805048782;7
277529;64400557;8
277532;1550544683;7
277533;452268060;7
277533;679734775;6
277535;316601950;9
277535;034543739X;7
277538;911913009;10
277544;553587196;8
277544;743482077;6
277547;3404149114;3
277548;970172605;10
277554;345392825;9
277554;345435168;3
277554;452268060;5
277554;553211803;7
277556;345318587;10
277559;1582790671;7
277562;140043519;9
277562;140274286;6
277562;571212018;5
277562;751310158;5
277562;751360007;5
277562;863189113;5
277562;879052473;8
277562;934802904;5
277562;1858286018;9
277563;61053775;5
277563;312971400;6
277563;312986769;7
277563;312995431;9
277563;044667883X;5
277563;525937021;7
277565;6551238;5
277565;7651864;6
277565;99675404;10
277565;385305893;5
277565;590558021;8
277565;671741403;5
277565;803701225;8
277568;553583956;5
277574;1885403003;10
277575;142004235;5
277575;446301582;9
277575;446608262;9
277585;91879434;8
277585;91894158;8
277585;56353821;7
277585;715309404;8
277586;312202318;2
277588;8401463017;8
277588;8401499585;8
277588;8408039369;6
277588;8478884661;7
277589;425125467;8
277589;553263226;9
277589;671026704;7
277589;812579402;9
277590;340769181;7
277598;375707972;8
277601;312421273;3
277601;679771476;7
277605;8755900623;6
277605;8787498782;7
277605;8807701375;5
277610;688150772;8
277619;618002219;8
277622;671025368;10
277623;002542730X;5
277623;28604199;9
277623;140340203;9
277623;312167792;7
277623;312290659;9
277623;786890436;4
277623;1400031346;8
277623;1400031354;8
277623;1588720756;6
277627;3423124199;10
277627;3423125756;10
277629;312857322;7
277629;374184232;4
277629;380005166;7
277629;380018179;8
277629;385472943;8
277629;399132414;9
277629;425116840;6
277629;440241073;8
277629;671000306;7
277629;671000314;8
277629;671026682;7
277629;671795740;9
277633;553245694;7
277638;552994421;7
277638;552994928;6
277639;030702024X;8
277639;307605701;9
277639;345335058;6
277639;345346777;8
277639;034539657X;8
277639;380001799;7
277639;380707837;6
277639;380731851;6
277639;425071014;6
277639;425107507;9
277639;425142485;7
277639;425147363;8
277639;042516098X;5
277639;440211727;8
277639;440214041;9
277639;440430712;7
277639;446794031;8
277639;448027011;8
277639;449200256;8
277639;044921852X;7
277639;451085108;9
277639;451162145;8
277639;553235354;8
277639;553297260;8
277639;553579754;7
277639;590088203;7
277639;671416367;7
277639;671823035;7
277639;812543262;8
277639;082173766X;6
277641;375406328;7
277641;452277337;8
277646;451210980;9
277647;067976397X;8
277648;679745580;8
277650;451622898;10
277651;743225406;8
277651;771060548;10
277657;1882943155;10
277660;2070360016;7
277660;2253006629;8
277662;051510566X;5
277662;052594544X;4
277662;743206061;4
277662;764222171;3
277662;087542127X;5
277662;886777011;9
277665;3453007867;9
277680;2070541886;6
277680;2253054615;3
277680;225309031X;5
277681;747546290;7
277681;2070381803;8
277681;2070425525;7
277681;2253016950;5
277681;2253057649;4
277681;2266000489;7
277681;229031465X;7
277682;60096209;7
277687;3423128178;6
277688;432530757;6
277691;446607657;9
277696;449208281;9
277697;395680905;10
277698;316769487;6
277698;425171396;8
277700;399145850;9
277710;61015725;4
277710;312983395;5
277710;425192032;9
277710;446611638;5
277710;446613843;6
277710;451208765;10
277710;451210840;5
277710;451210867;5
277710;451210875;8
277710;553582763;6
277711;140058494;7
277711;140512276;5
277711;330344927;8
277711;449911160;6
277711;553282980;5
277711;671755056;10
277711;812967224;7
277711;1573227889;10
277711;1853752797;5
277711;3499100045;10
277711;3821805897;6
277711;3937793003;8
277712;8817106100;9
277714;089296751X;10
277720;1551663058;5
277722;61031070;7
277722;449005615;10
277722;553381520;8
277722;804114986;8
277727;345308201X;7
277727;3453171861;10
277727;3453198875;10
277728;451167783;7
277737;440217520;8
277737;74324523;8
277737;743469984;8
277737;743411447;8
277740;185326086X;10
277743;446310786;9
277744;61031550;8
277744;312421273;7
277744;316117064;8
277744;345339681;3
277744;345377443;8
277744;375760245;7
277744;385491328;8
277744;440235162;5
277744;452279844;5
277744;553213997;5
277744;553298240;7
277744;609806564;8
277744;679416498;10
277744;871137240;5
277744;880482605;7
277744;887307876;9
277744;929634063;10
277744;1551660717;8
277744;1585360384;6
277746;553576194;8
277746;843950366;9
277748;881715010X;6
277752;316666343;7
277752;679734775;8
277756;385484518;7
277759;553211404;7
277761;385502532;8
277764;399501487;9
277765;553272535;8
277767;3423125659;7
277774;451524462;7
277776;345339681;7
277778;61097314;8
277782;425173739;7
277783;380778556;8
277784;440802911;8
277788;440407524;8
277794;440967694;8
277795;64406601;5
277797;440228441;8
277798;385484518;8
277800;590684841;7
277801;380750260;7
277802;553210793;6
277803;142001740;8
277807;345443284;5
277808;553272535;9
277817;425173755;10
277820;689843186;8
277823;140345353;8
277824;141310073;9
277825;60931396;10
277827;380778556;9
277828;380778556;8
277830;140118993;10
277833;809015803;10
277835;014032724X;10
277844;140345353;8
277856;8496200752;5
277856;9723706148;5
277856;9728608225;5
277856;9728609187;5
277862;8845913104;8
277872;1410749029;10
277873;395977894;10
277873;042518336X;5
277873;553575538;6
277873;679781587;10
277873;767903579;7
277877;425126064;5
277879;373152604;5
277879;380710056;6
277879;450586235;6
277879;451204492;7
277879;505522004;7
277879;671759361;8
277879;743438035;7
277879;843943289;7
277879;88396631;7
277879;1557734569;7
277879;3350071300;8
277884;380789019;7
277898;1558744606;8
277901;64440044;10
277901;140239820;7
277901;330484338;8
277901;446672211;7
277901;446675059;7
277901;452282152;8
277901;525446044;7
277901;525458417;5
277901;671876295;5
277901;679427430;8
277901;803717377;6
277901;894716174;9
277901;089480751X;6
277901;962756245;9
277903;440226430;8
277904;006019491X;7
277909;896592413;8
277911;399138250;10
277913;452284937;4
277915;452269571;8
277915;671510053;7
277918;766607216;7
277919;451206460;9
277921;394868161;9
277921;394909674;8
277921;439104645;9
277922;345384377;7
277922;440225701;6
277922;446609943;7
277922;451171071;10
277922;553580191;9
277922;553582917;10
277923;61093947;10
277923;226848639;10
277923;385492081;9
277923;446754552;10
277923;684173182;10
277923;091988802X;9
277928;374266441;9
277928;374524653;8
277928;375410287;8
277928;380978210;4
277928;385301499;8
277928;394572068;7
277928;449908186;10
277928;553057014;7
277928;670843105;10
277928;679751602;10
277928;679764925;8
277928;679770151;10
277928;767915062;9
277928;804105820;9
277928;812928318;10
277928;892963883;6
277928;937247065;7
277928;937247502;7
277928;1573220310;10
277929;373292341;9
277929;373440421;6
277929;380757311;8
277929;380782782;9
277929;425191001;9
277929;440217628;9
277929;446302538;8
277929;449209148;5
277929;451198948;8
277929;451404645;7
277929;451408373;8
277929;451408659;8
277929;505523035;10
277929;515129968;9
277929;553561537;9
277929;804117586;6
277929;821724479;8
277929;821742167;8
277929;843932430;7
277929;1551665522;8
277934;590461249;7
277937;60934417;9
277937;316168815;7
277937;316785261;6
277937;345468694;6
277937;452283205;7
277937;452283868;6
277937;684848406;6
277937;743225325;6
277937;743237188;7
277938;380723573;10
277938;446672211;9
277938;451184734;8
277938;743437802;9
277941;6531156;7
277945;312974256;6
277945;312980353;8
277945;312983301;6
277945;375759689;7
277945;380785218;2
277945;446610550;7
277945;451203771;8
277945;451210611;7
277945;515121843;7
277945;051512317X;7
277945;515124214;7
277945;515134384;7
277945;515136263;7
277945;515136379;7
277945;515136530;7
277945;515137111;8
277946;080505801X;7
277947;1865156035;7
277947;1869433637;5
277953;803251246;8
277954;140096922;9
277954;375507876;9
277954;500976147;10
277954;500976236;10
277954;970559100;5
277954;3822800740;10
277954;8085794551;4
277958;142001740;9
277959;156027321;8
277959;446529788;6
277959;553802542;7
277959;688179088;8
277959;743204697;10
277959;767905385;6
277959;1551668904;7
277962;28638670;5
277962;771590113;9
277964;307101711;10
277965;62701649;8
277965;312312873;7
277965;316789089;5
277965;374190666;10
277965;385484518;10
277965;395900239;8
277965;399141464;8
277965;399145087;7
277965;446392251;9
277965;446526126;8
277965;044840124X;8
277965;486285537;9
277965;517705869;8
277965;525462325;6
277965;671240862;10
277965;679457526;9
277965;679781587;9
277965;684808943;8
277965;684874350;10
277965;688151981;9
277965;743204735;9
277965;761107363;10
277965;785263950;10
277965;786866845;9
277965;786867434;6
277965;786881852;7
277965;895261901;10
277965;937921556;8
277965;096665370X;8
277965;1888387408;5
277969;446527785;8
277975;440216818;9
277978;896083535;7
277982;312964919;7
277982;425147711;10
277982;446401064;8
277982;451206274;7
277982;553283960;10
277982;743420373;8
277982;1853260282;5
277984;345386108;10
277984;446611778;10
277984;515087491;10
277984;515101486;10
277984;515104175;10
277984;1593080549;10
277984;1593081017;10
277984;780451524201;10
277988;157174259X;10
277989;1558745157;6
277992;486280500;9
277992;855642440;6
277996;2240114;6
277996;679440526;6
277996;771074549;7
277997;067976402X;8
278002;671672878;9
278007;316601950;6
278007;034543479X;8
278007;374480095;8
278007;446670251;6
278007;804115761;7
278007;821766570;5
278007;1551669110;6
278012;61056200;6
278012;99908506;5
278012;140134212;9
278012;9025414532;7
278012;9027472718;5
278013;575073047;5
278017;771087004;5
278017;878571140;8
278017;930345037;8
278017;093393114X;5
278019;60196300;6
278019;671002384;9
278019;671002406;9
278019;671004247;9
278019;671006754;9
278023;1558747281;5
278024;375757597;1
278026;60008350;7
278026;60572965;9
278026;61009059;8
278026;61020028;8
278026;61031410;8
278026;61094129;8
278026;312983433;8
278026;345440064;8
278026;345545571;7
278026;380731851;5
278026;380820889;8
278026;038533558X;9
278026;399142649;8
278026;440221048;8
278026;446527041;8
278026;446531588;5
278026;446610607;7
278026;446612510;8
278026;449006522;8
278026;449219364;6
278026;449221512;5
278026;449227545;3
278026;451179153;8
278026;451179897;6
278026;451188950;8
278026;451202473;7
278026;451204301;8
278026;451206525;8
278026;515125490;8
278026;515129038;5
278026;515130389;8
278026;515135968;8
278026;553582364;6
278026;671001795;8
278026;671658301;9
278026;671891537;9
278026;684810387;8
278026;068815333X;7
278026;743206045;7
278026;743417836;5
278026;786889667;5
278026;805060251;7
278026;812528042;9
278026;1551667517;7
278026;1551669625;6
278026;7099300799;7
278026;7100100699;2
278026;7100100750;8
278026;7678300699;8
278026;780446525800;10
278030;805044272;8
278034;875847706;10
278036;1857235460;5
